Record ID,Date,Region,District,Service Type,Role Type,Tenure Band,Fleet Age,Route Cost Per Ton,Stops Per Route,Fleet Utilization Rate,Voluntary Turnover Rate,Safety Incident Rate,Avg Driver Tenure Years,Truck Count,Tons Collected,Revenue
WC-001689_202601,2026-01-01,Eastern,Great Lakes,Residential,Driver,< 1 Year,Mid-Life (3-5yr),50.18,281.0,0.8711,0.0264,2.76,5.6,18,176.0,11643.0
WC-001690_202601,2026-01-01,Eastern,Great Lakes,Commercial,Helper,< 1 Year,End-of-Life (9+yr),42.43,96.0,0.8537,0.0175,1.63,5.0,6,19.0,1003.0
WC-001691_202601,2026-01-01,Eastern,Great Lakes,Industrial,Driver,5-10 Years,New (0-2yr),41.37,38.0,0.9197,0.0227,3.21,4.0,5,10.0,500.0
WC-001692_202601,2026-01-01,Eastern,Great Lakes,E&P,Driver,2-5 Years,Aging (6-8yr),45.94,13.0,0.9371,0.0267,2.01,4.9,3,10.0,500.0
WC-001693_202601,2026-01-01,Eastern,Ohio Valley,Residential,Driver,5-10 Years,Mid-Life (3-5yr),37.57,328.0,0.9387,0.0232,3.49,4.9,19,205.0,9666.0
WC-001694_202601,2026-01-01,Eastern,Ohio Valley,Commercial,Operator,2-5 Years,Mid-Life (3-5yr),39.19,88.0,0.8613,0.0293,2.82,4.8,9,18.0,823.0
WC-001695_202601,2026-01-01,Eastern,Ohio Valley,Industrial,Driver,< 1 Year,Mid-Life (3-5yr),50.34,27.0,0.9465,0.0222,1.67,5.0,5,10.0,500.0
WC-001696_202601,2026-01-01,Eastern,Ohio Valley,E&P,Driver,5-10 Years,New (0-2yr),43.37,15.0,0.9043,0.0224,1.87,3.6,3,10.0,500.0
WC-001697_202601,2026-01-01,Canada,Ontario,Residential,Driver,2-5 Years,Mid-Life (3-5yr),50.25,328.0,0.9112,0.0293,1.93,5.3,17,133.0,8590.0
WC-001698_202601,2026-01-01,Canada,Ontario,Commercial,Driver,2-5 Years,Aging (6-8yr),43.75,102.0,0.8504,0.0204,1.92,5.5,13,35.0,2012.0
WC-001699_202601,2026-01-01,Canada,Ontario,Industrial,Operator,10+ Years,New (0-2yr),52.2,34.0,0.8804,0.0251,3.11,3.5,4,10.0,500.0
WC-001700_202601,2026-01-01,Canada,Ontario,E&P,Driver,5-10 Years,End-of-Life (9+yr),43.56,9.0,0.883,0.024,1.64,5.2,4,10.0,500.0
WC-001701_202601,2026-01-01,Canada,Alberta,Residential,Driver,5-10 Years,New (0-2yr),54.62,313.0,0.8438,0.0249,2.2,5.0,16,282.0,20309.0
WC-001702_202601,2026-01-01,Canada,Alberta,Commercial,Mechanic,< 1 Year,Mid-Life (3-5yr),47.12,114.0,0.8975,0.027,2.86,4.1,6,18.0,985.0
WC-001703_202601,2026-01-01,Canada,Alberta,Industrial,Driver,10+ Years,Aging (6-8yr),39.3,29.0,0.9098,0.0203,1.45,4.2,4,10.0,500.0
WC-001704_202601,2026-01-01,Canada,Alberta,E&P,Helper,10+ Years,New (0-2yr),53.0,11.0,0.9395,0.0284,1.64,5.5,2,10.0,500.0
WC-001705_202601,2026-01-01,Canada,British Columbia,Residential,Driver,1-2 Years,Aging (6-8yr),37.37,341.0,0.8591,0.0161,3.29,5.4,24,375.0,18294.0
WC-001706_202601,2026-01-01,Canada,British Columbia,Commercial,Helper,10+ Years,New (0-2yr),49.26,105.0,0.9195,0.0265,3.18,6.2,5,25.0,1490.0
WC-001707_202601,2026-01-01,Canada,British Columbia,Industrial,Helper,2-5 Years,New (0-2yr),50.46,24.0,0.9434,0.0296,3.24,6.6,6,10.0,500.0
WC-001708_202601,2026-01-01,Canada,British Columbia,E&P,Driver,5-10 Years,Mid-Life (3-5yr),47.9,13.0,0.8546,0.0161,2.64,4.9,3,10.0,500.0
WC-001709_202601,2026-01-01,Canada,Quebec,Residential,Driver,2-5 Years,Mid-Life (3-5yr),46.94,270.0,0.8854,0.018,3.1,5.9,21,308.0,18399.0
WC-001710_202601,2026-01-01,Canada,Quebec,Commercial,Operator,5-10 Years,New (0-2yr),43.81,125.0,0.8783,0.0282,2.35,3.7,10,69.0,3992.0
WC-001711_202601,2026-01-01,Canada,Quebec,Industrial,Driver,1-2 Years,Aging (6-8yr),46.98,34.0,0.8735,0.03,1.93,3.8,7,10.0,529.0
WC-001712_202601,2026-01-01,Canada,Quebec,E&P,Driver,1-2 Years,Mid-Life (3-5yr),39.59,12.0,0.9257,0.0244,2.51,4.1,4,10.0,500.0
WC-001713_202601,2026-01-01,MidSouth,Tennessee Valley,Residential,Driver,5-10 Years,New (0-2yr),49.33,298.0,0.8806,0.029,1.56,4.0,24,402.0,23180.0
WC-001714_202601,2026-01-01,MidSouth,Tennessee Valley,Commercial,Mechanic,2-5 Years,Aging (6-8yr),45.41,107.0,0.8904,0.0167,1.65,3.7,9,58.0,3063.0
WC-001715_202601,2026-01-01,MidSouth,Tennessee Valley,Industrial,Driver,< 1 Year,Mid-Life (3-5yr),48.5,38.0,0.8958,0.024,3.52,3.9,4,10.0,500.0
WC-001716_202601,2026-01-01,MidSouth,Tennessee Valley,E&P,Operator,1-2 Years,New (0-2yr),41.52,12.0,0.9052,0.0284,2.24,4.4,1,10.0,500.0
WC-001717_202601,2026-01-01,MidSouth,Mississippi Delta,Residential,Driver,10+ Years,New (0-2yr),46.01,332.0,0.8696,0.0263,3.39,5.7,17,323.0,17184.0
WC-001718_202601,2026-01-01,MidSouth,Mississippi Delta,Commercial,Driver,2-5 Years,Aging (6-8yr),38.63,105.0,0.8607,0.0197,1.62,6.5,8,32.0,1448.0
WC-001719_202601,2026-01-01,MidSouth,Mississippi Delta,Industrial,Driver,5-10 Years,Mid-Life (3-5yr),37.83,17.0,0.8555,0.0205,1.6,5.6,3,10.0,500.0
WC-001720_202601,2026-01-01,MidSouth,Mississippi Delta,E&P,Driver,< 1 Year,End-of-Life (9+yr),43.88,14.0,0.8486,0.0159,3.23,5.1,1,10.0,500.0
WC-001721_202601,2026-01-01,MidSouth,Arkansas,Residential,Driver,5-10 Years,Aging (6-8yr),47.25,317.0,0.9324,0.0262,3.07,4.9,19,199.0,11893.0
WC-001722_202601,2026-01-01,MidSouth,Arkansas,Commercial,Driver,1-2 Years,End-of-Life (9+yr),50.05,118.0,0.868,0.0275,3.02,4.7,6,47.0,2971.0
WC-001723_202601,2026-01-01,MidSouth,Arkansas,Industrial,Helper,< 1 Year,New (0-2yr),53.12,32.0,0.8841,0.022,1.99,3.8,5,10.0,500.0
WC-001724_202601,2026-01-01,MidSouth,Arkansas,E&P,Driver,2-5 Years,Aging (6-8yr),49.84,11.0,0.8897,0.0211,2.63,6.3,3,10.0,500.0
WC-001725_202601,2026-01-01,MidSouth,Oklahoma,Residential,Driver,2-5 Years,Aging (6-8yr),48.02,292.0,0.9257,0.028,1.6,3.6,14,206.0,13168.0
WC-001726_202601,2026-01-01,MidSouth,Oklahoma,Commercial,Mechanic,5-10 Years,Aging (6-8yr),39.08,149.0,0.8771,0.0207,2.51,6.5,6,57.0,2633.0
WC-001727_202601,2026-01-01,MidSouth,Oklahoma,Industrial,Driver,2-5 Years,Mid-Life (3-5yr),43.94,36.0,0.9093,0.0216,3.37,5.6,6,10.0,519.0
WC-001728_202601,2026-01-01,MidSouth,Oklahoma,E&P,Mechanic,10+ Years,Mid-Life (3-5yr),38.62,14.0,0.9247,0.0196,2.08,4.9,2,10.0,500.0
WC-001729_202602,2026-02-01,Western,Pacific Northwest,Residential,Driver,< 1 Year,Mid-Life (3-5yr),38.64,254.0,0.89,0.0157,2.34,4.7,24,142.0,6815.0
WC-001730_202602,2026-02-01,Western,Pacific Northwest,Commercial,Driver,2-5 Years,End-of-Life (9+yr),48.63,131.0,0.8752,0.0153,2.39,4.8,12,57.0,3521.0
WC-001731_202602,2026-02-01,Western,Pacific Northwest,Industrial,Operator,10+ Years,Mid-Life (3-5yr),49.59,28.0,0.9024,0.0155,1.78,3.8,4,10.0,500.0
WC-001732_202602,2026-02-01,Western,Pacific Northwest,E&P,Mechanic,1-2 Years,New (0-2yr),38.91,19.0,0.8486,0.0278,3.3,3.6,2,10.0,500.0
WC-001733_202602,2026-02-01,Western,Northern California,Residential,Driver,2-5 Years,Aging (6-8yr),45.74,314.0,0.9077,0.0279,2.64,5.7,21,281.0,15670.0
WC-001734_202602,2026-02-01,Western,Northern California,Commercial,Driver,10+ Years,Aging (6-8yr),39.13,108.0,0.8877,0.0251,2.43,5.8,13,73.0,3348.0
WC-001735_202602,2026-02-01,Western,Northern California,Industrial,Driver,2-5 Years,Mid-Life (3-5yr),51.72,19.0,0.8655,0.023,2.18,4.4,7,10.0,500.0
WC-001736_202602,2026-02-01,Western,Northern California,E&P,Driver,5-10 Years,New (0-2yr),37.67,12.0,0.8855,0.027,3.39,5.8,1,10.0,500.0
WC-001737_202602,2026-02-01,Western,Southern California,Residential,Driver,10+ Years,End-of-Life (9+yr),50.02,280.0,0.9182,0.0262,2.34,6.3,17,160.0,9655.0
WC-001738_202602,2026-02-01,Western,Southern California,Commercial,Driver,10+ Years,Mid-Life (3-5yr),41.44,126.0,0.9287,0.026,2.65,4.4,14,115.0,6214.0
WC-001739_202602,2026-02-01,Western,Southern California,Industrial,Driver,5-10 Years,New (0-2yr),44.66,30.0,0.9224,0.0286,2.69,4.8,7,15.0,852.0
WC-001740_202602,2026-02-01,Western,Southern California,E&P,Driver,1-2 Years,Mid-Life (3-5yr),51.19,9.0,0.9121,0.0161,1.91,5.3,1,10.0,500.0
WC-001741_202602,2026-02-01,Western,Mountain West,Residential,Driver,10+ Years,Mid-Life (3-5yr),47.44,335.0,0.859,0.0277,2.34,4.4,20,329.0,20920.0
WC-001742_202602,2026-02-01,Western,Mountain West,Commercial,Operator,1-2 Years,Mid-Life (3-5yr),39.93,125.0,0.8711,0.0202,2.69,3.9,11,78.0,3917.0
WC-001743_202602,2026-02-01,Western,Mountain West,Industrial,Driver,1-2 Years,New (0-2yr),42.17,29.0,0.8886,0.0191,3.43,3.5,7,10.0,500.0
WC-001744_202602,2026-02-01,Western,Mountain West,E&P,Mechanic,< 1 Year,Aging (6-8yr),51.92,17.0,0.8857,0.0285,3.43,5.0,1,10.0,500.0
WC-001745_202602,2026-02-01,Southern,Gulf Coast,Residential,Mechanic,5-10 Years,Mid-Life (3-5yr),49.24,310.0,0.8977,0.0235,1.83,5.3,21,268.0,16887.0
WC-001746_202602,2026-02-01,Southern,Gulf Coast,Commercial,Driver,< 1 Year,Aging (6-8yr),40.85,99.0,0.928,0.0186,2.52,4.1,12,69.0,3323.0
WC-001747_202602,2026-02-01,Southern,Gulf Coast,Industrial,Mechanic,2-5 Years,Mid-Life (3-5yr),46.81,26.0,0.8599,0.0255,2.78,3.6,5,10.0,500.0
WC-001748_202602,2026-02-01,Southern,Gulf Coast,E&P,Driver,5-10 Years,End-of-Life (9+yr),37.79,12.0,0.9179,0.0283,3.01,5.0,3,10.0,500.0
WC-001749_202602,2026-02-01,Southern,Southeast Texas,Residential,Driver,1-2 Years,Aging (6-8yr),50.87,254.0,0.9093,0.0212,2.4,5.2,21,345.0,21993.0
WC-001750_202602,2026-02-01,Southern,Southeast Texas,Commercial,Mechanic,2-5 Years,Aging (6-8yr),52.36,92.0,0.8592,0.0209,2.11,4.6,11,21.0,1304.0
WC-001751_202602,2026-02-01,Southern,Southeast Texas,Industrial,Helper,1-2 Years,Mid-Life (3-5yr),45.25,33.0,0.8855,0.0234,3.01,5.0,3,10.0,500.0
WC-001752_202602,2026-02-01,Southern,Southeast Texas,E&P,Driver,10+ Years,Mid-Life (3-5yr),50.9,9.0,0.9008,0.0203,3.38,5.1,4,10.0,500.0
WC-001753_202602,2026-02-01,Southern,Florida Panhandle,Residential,Helper,5-10 Years,Aging (6-8yr),48.53,352.0,0.8512,0.0222,2.16,4.5,8,97.0,6067.0
WC-001754_202602,2026-02-01,Southern,Florida Panhandle,Commercial,Helper,5-10 Years,Mid-Life (3-5yr),47.7,94.0,0.912,0.0192,3.69,5.5,7,48.0,2983.0
WC-001755_202602,2026-02-01,Southern,Florida Panhandle,Industrial,Driver,5-10 Years,New (0-2yr),51.0,23.0,0.8511,0.0192,1.75,4.6,3,10.0,500.0
WC-001756_202602,2026-02-01,Southern,Florida Panhandle,E&P,Driver,5-10 Years,Mid-Life (3-5yr),38.53,8.0,0.917,0.0195,2.19,3.6,2,10.0,500.0
WC-001757_202602,2026-02-01,Southern,Carolinas,Residential,Driver,< 1 Year,Aging (6-8yr),47.42,337.0,0.9164,0.0248,1.71,4.3,23,161.0,9964.0
WC-001758_202602,2026-02-01,Southern,Carolinas,Commercial,Mechanic,5-10 Years,Aging (6-8yr),41.63,109.0,0.8908,0.0173,2.42,3.6,7,52.0,2544.0
WC-001759_202602,2026-02-01,Southern,Carolinas,Industrial,Mechanic,5-10 Years,End-of-Life (9+yr),50.1,24.0,0.8909,0.0243,2.7,4.2,5,10.0,611.0
WC-001760_202602,2026-02-01,Southern,Carolinas,E&P,Driver,< 1 Year,Mid-Life (3-5yr),48.19,19.0,0.9267,0.0293,1.58,6.3,4,10.0,500.0
WC-001761_202602,2026-02-01,Central,Great Plains,Residential,Driver,2-5 Years,Mid-Life (3-5yr),40.76,251.0,0.8645,0.0183,3.11,5.2,20,307.0,14962.0
WC-001762_202602,2026-02-01,Central,Great Plains,Commercial,Helper,1-2 Years,Mid-Life (3-5yr),47.37,94.0,0.9426,0.021,2.13,6.4,5,17.0,932.0
WC-001763_202602,2026-02-01,Central,Great Plains,Industrial,Operator,5-10 Years,End-of-Life (9+yr),42.19,40.0,0.9295,0.0228,2.96,5.2,3,10.0,500.0
WC-001764_202602,2026-02-01,Central,Great Plains,E&P,Operator,5-10 Years,New (0-2yr),40.56,18.0,0.9135,0.0195,1.68,6.3,3,10.0,500.0
WC-001765_202602,2026-02-01,Central,Upper Midwest,Residential,Driver,1-2 Years,Aging (6-8yr),49.24,267.0,0.9399,0.0187,1.86,3.6,8,46.0,2750.0
WC-001766_202602,2026-02-01,Central,Upper Midwest,Commercial,Helper,5-10 Years,New (0-2yr),42.68,127.0,0.8722,0.0242,2.52,4.6,11,49.0,2776.0
WC-001767_202602,2026-02-01,Central,Upper Midwest,Industrial,Driver,10+ Years,Aging (6-8yr),42.86,41.0,0.8567,0.0279,1.91,4.1,4,10.0,500.0
WC-001768_202602,2026-02-01,Central,Upper Midwest,E&P,Driver,1-2 Years,New (0-2yr),43.3,17.0,0.9333,0.0191,2.57,3.9,1,10.0,500.0
WC-001769_202602,2026-02-01,Central,Missouri Valley,Residential,Operator,10+ Years,End-of-Life (9+yr),51.34,297.0,0.9227,0.0151,3.08,4.1,8,58.0,3779.0
WC-001770_202602,2026-02-01,Central,Missouri Valley,Commercial,Driver,2-5 Years,New (0-2yr),43.18,101.0,0.8624,0.0214,3.82,5.9,6,28.0,1452.0
WC-001771_202602,2026-02-01,Central,Missouri Valley,Industrial,Driver,2-5 Years,Mid-Life (3-5yr),37.72,16.0,0.881,0.0276,1.98,6.1,3,10.0,500.0
WC-001772_202602,2026-02-01,Central,Missouri Valley,E&P,Driver,1-2 Years,End-of-Life (9+yr),43.92,17.0,0.8716,0.0272,2.93,6.0,1,10.0,500.0
WC-001773_202602,2026-02-01,Central,Ozarks,Residential,Driver,5-10 Years,Mid-Life (3-5yr),46.06,308.0,0.9568,0.0188,2.15,4.5,10,171.0,9607.0
WC-001774_202602,2026-02-01,Central,Ozarks,Commercial,Driver,< 1 Year,Aging (6-8yr),54.59,143.0,0.9347,0.0278,1.78,5.8,8,68.0,4648.0
WC-001775_202602,2026-02-01,Central,Ozarks,Industrial,Helper,1-2 Years,Mid-Life (3-5yr),48.74,37.0,0.8909,0.0187,2.1,3.6,7,10.0,500.0
WC-001776_202602,2026-02-01,Central,Ozarks,E&P,Driver,1-2 Years,New (0-2yr),50.95,19.0,0.8457,0.0248,3.08,6.5,2,10.0,500.0
WC-001777_202602,2026-02-01,Eastern,Mid-Atlantic,Residential,Mechanic,5-10 Years,Mid-Life (3-5yr),48.93,324.0,0.9113,0.0217,2.45,6.3,23,244.0,15271.0
WC-001778_202602,2026-02-01,Eastern,Mid-Atlantic,Commercial,Driver,5-10 Years,New (0-2yr),41.44,85.0,0.9358,0.0241,2.17,5.8,14,92.0,5094.0
WC-001779_202602,2026-02-01,Eastern,Mid-Atlantic,Industrial,Helper,< 1 Year,Aging (6-8yr),39.21,28.0,0.9314,0.0174,1.72,6.0,2,10.0,500.0
WC-001780_202602,2026-02-01,Eastern,Mid-Atlantic,E&P,Driver,5-10 Years,Mid-Life (3-5yr),42.77,15.0,0.9365,0.0187,2.35,5.8,1,10.0,500.0
WC-001781_202602,2026-02-01,Eastern,New England,Residential,Driver,10+ Years,End-of-Life (9+yr),46.97,331.0,0.8899,0.0237,3.02,5.0,14,248.0,14465.0
WC-001782_202602,2026-02-01,Eastern,New England,Commercial,Mechanic,1-2 Years,End-of-Life (9+yr),50.39,132.0,0.8648,0.0215,2.56,4.1,10,60.0,3749.0
WC-001783_202602,2026-02-01,Eastern,New England,Industrial,Driver,2-5 Years,Aging (6-8yr),43.16,34.0,0.8487,0.0299,2.99,5.4,6,10.0,535.0
WC-001784_202602,2026-02-01,Eastern,New England,E&P,Driver,10+ Years,New (0-2yr),52.43,13.0,0.8927,0.026,2.72,4.2,2,10.0,500.0
WC-001785_202602,2026-02-01,Eastern,Great Lakes,Residential,Helper,10+ Years,Aging (6-8yr),40.39,335.0,0.8556,0.0263,3.11,6.3,24,626.0,30779.0
WC-001786_202602,2026-02-01,Eastern,Great Lakes,Commercial,Driver,< 1 Year,Aging (6-8yr),46.66,125.0,0.9327,0.0209,2.33,3.5,7,37.0,2151.0
WC-001787_202602,2026-02-01,Eastern,Great Lakes,Industrial,Driver,1-2 Years,New (0-2yr),42.62,32.0,0.9005,0.0281,3.45,6.3,4,10.0,500.0
WC-001788_202602,2026-02-01,Eastern,Great Lakes,E&P,Mechanic,5-10 Years,Aging (6-8yr),51.11,20.0,0.8903,0.0258,2.67,3.7,4,10.0,500.0
WC-001789_202602,2026-02-01,Eastern,Ohio Valley,Residential,Driver,1-2 Years,New (0-2yr),48.73,281.0,0.912,0.0209,1.98,5.1,11,191.0,12311.0
WC-001790_202602,2026-02-01,Eastern,Ohio Valley,Commercial,Driver,5-10 Years,Mid-Life (3-5yr),39.05,97.0,0.8751,0.0197,2.64,3.6,10,31.0,1634.0
WC-001791_202602,2026-02-01,Eastern,Ohio Valley,Industrial,Driver,10+ Years,Mid-Life (3-5yr),53.55,27.0,0.9476,0.0261,1.75,4.8,3,10.0,500.0
WC-001792_202602,2026-02-01,Eastern,Ohio Valley,E&P,Driver,10+ Years,Mid-Life (3-5yr),49.1,18.0,0.9331,0.0193,2.41,4.5,2,10.0,500.0
WC-001793_202602,2026-02-01,Canada,Ontario,Residential,Driver,5-10 Years,Aging (6-8yr),49.08,311.0,0.8607,0.0191,3.25,6.0,11,250.0,15134.0
WC-001794_202602,2026-02-01,Canada,Ontario,Commercial,Mechanic,2-5 Years,Mid-Life (3-5yr),39.51,94.0,0.9234,0.0286,2.95,5.9,13,27.0,1222.0
WC-001795_202602,2026-02-01,Canada,Ontario,Industrial,Helper,5-10 Years,Aging (6-8yr),39.76,29.0,0.8785,0.021,1.55,5.4,6,14.0,706.0
WC-001796_202602,2026-02-01,Canada,Ontario,E&P,Driver,10+ Years,Mid-Life (3-5yr),41.29,18.0,0.8838,0.016,2.41,4.4,4,10.0,500.0
WC-001797_202602,2026-02-01,Canada,Alberta,Residential,Driver,< 1 Year,Aging (6-8yr),52.91,295.0,0.887,0.0216,2.01,5.2,9,161.0,10627.0
WC-001798_202602,2026-02-01,Canada,Alberta,Commercial,Driver,2-5 Years,Mid-Life (3-5yr),51.36,147.0,0.873,0.0196,1.71,4.4,6,36.0,2451.0
WC-001799_202602,2026-02-01,Canada,Alberta,Industrial,Driver,1-2 Years,Aging (6-8yr),43.02,38.0,0.8978,0.0277,2.53,4.1,5,10.0,500.0
WC-001800_202602,2026-02-01,Canada,Alberta,E&P,Driver,5-10 Years,End-of-Life (9+yr),50.08,18.0,0.8876,0.0296,1.47,4.9,2,10.0,500.0
WC-001801_202602,2026-02-01,Canada,British Columbia,Residential,Driver,5-10 Years,Aging (6-8yr),38.2,255.0,0.9233,0.025,1.95,5.3,21,359.0,17749.0
WC-001802_202602,2026-02-01,Canada,British Columbia,Commercial,Driver,10+ Years,End-of-Life (9+yr),46.7,122.0,0.8635,0.0154,2.26,5.3,6,32.0,2013.0
WC-001803_202602,2026-02-01,Canada,British Columbia,Industrial,Mechanic,5-10 Years,Mid-Life (3-5yr),48.89,28.0,0.9113,0.0225,2.39,4.7,2,10.0,500.0
WC-001804_202602,2026-02-01,Canada,British Columbia,E&P,Driver,5-10 Years,New (0-2yr),43.29,16.0,0.8789,0.0271,1.97,6.3,4,10.0,500.0
WC-001805_202602,2026-02-01,Canada,Quebec,Residential,Mechanic,< 1 Year,Mid-Life (3-5yr),46.17,316.0,0.9062,0.0153,2.15,6.4,14,139.0,8071.0
WC-001806_202602,2026-02-01,Canada,Quebec,Commercial,Helper,< 1 Year,Mid-Life (3-5yr),44.33,135.0,0.8663,0.0163,1.93,6.4,7,46.0,2737.0
WC-001807_202602,2026-02-01,Canada,Quebec,Industrial,Operator,10+ Years,Mid-Life (3-5yr),36.25,21.0,0.8721,0.0188,2.54,3.7,2,10.0,500.0
WC-001808_202602,2026-02-01,Canada,Quebec,E&P,Driver,2-5 Years,Mid-Life (3-5yr),40.08,11.0,0.9255,0.026,1.61,4.0,3,10.0,500.0
WC-001809_202602,2026-02-01,MidSouth,Tennessee Valley,Residential,Driver,< 1 Year,New (0-2yr),41.99,247.0,0.8866,0.0157,2.28,4.2,15,152.0,8544.0
WC-001810_202602,2026-02-01,MidSouth,Tennessee Valley,Commercial,Mechanic,10+ Years,End-of-Life (9+yr),40.9,88.0,0.9277,0.0166,2.22,5.5,6,37.0,1804.0
WC-001811_202602,2026-02-01,MidSouth,Tennessee Valley,Industrial,Helper,2-5 Years,Mid-Life (3-5yr),52.29,25.0,0.9078,0.0171,1.99,4.3,5,10.0,500.0
WC-001812_202602,2026-02-01,MidSouth,Tennessee Valley,E&P,Driver,10+ Years,New (0-2yr),44.8,19.0,0.8603,0.0188,1.83,4.5,2,10.0,500.0
WC-001813_202602,2026-02-01,MidSouth,Mississippi Delta,Residential,Driver,< 1 Year,New (0-2yr),40.71,328.0,0.9102,0.0171,1.78,5.0,20,515.0,24503.0
WC-001814_202602,2026-02-01,MidSouth,Mississippi Delta,Commercial,Driver,< 1 Year,New (0-2yr),50.06,115.0,0.8872,0.0201,2.08,5.3,12,59.0,3659.0
WC-001815_202602,2026-02-01,MidSouth,Mississippi Delta,Industrial,Mechanic,5-10 Years,Aging (6-8yr),39.46,21.0,0.8922,0.0188,1.83,5.8,6,10.0,500.0
WC-001816_202602,2026-02-01,MidSouth,Mississippi Delta,E&P,Driver,2-5 Years,Mid-Life (3-5yr),48.64,17.0,0.8762,0.0265,1.87,3.8,4,10.0,500.0
WC-001817_202602,2026-02-01,MidSouth,Arkansas,Residential,Operator,< 1 Year,Mid-Life (3-5yr),46.74,335.0,0.8651,0.0287,2.23,3.9,11,268.0,15565.0
WC-001818_202602,2026-02-01,MidSouth,Arkansas,Commercial,Mechanic,< 1 Year,Mid-Life (3-5yr),40.83,105.0,0.8719,0.0177,2.67,3.7,14,64.0,3084.0
WC-001819_202602,2026-02-01,MidSouth,Arkansas,Industrial,Driver,5-10 Years,Mid-Life (3-5yr),42.63,38.0,0.8952,0.0155,2.77,6.3,5,10.0,500.0
WC-001820_202602,2026-02-01,MidSouth,Arkansas,E&P,Mechanic,5-10 Years,New (0-2yr),38.44,19.0,0.8733,0.0181,2.68,5.1,3,10.0,500.0
WC-001821_202602,2026-02-01,MidSouth,Oklahoma,Residential,Driver,< 1 Year,End-of-Life (9+yr),45.82,252.0,0.9689,0.0255,2.06,4.1,9,166.0,8986.0
WC-001822_202602,2026-02-01,MidSouth,Oklahoma,Commercial,Helper,2-5 Years,Mid-Life (3-5yr),37.35,145.0,0.8521,0.0301,3.76,4.3,8,24.0,1194.0
WC-001823_202602,2026-02-01,MidSouth,Oklahoma,Industrial,Driver,1-2 Years,New (0-2yr),38.66,37.0,0.8694,0.0255,2.99,4.7,7,17.0,865.0
WC-001824_202602,2026-02-01,MidSouth,Oklahoma,E&P,Mechanic,< 1 Year,Mid-Life (3-5yr),41.2,16.0,0.8943,0.0182,2.62,6.2,4,10.0,500.0
WC-001825_202603,2026-03-01,Western,Pacific Northwest,Residential,Driver,< 1 Year,Aging (6-8yr),45.58,257.0,0.8877,0.018,2.42,5.9,24,408.0,24727.0
WC-001826_202603,2026-03-01,Western,Pacific Northwest,Commercial,Mechanic,5-10 Years,Aging (6-8yr),51.72,149.0,0.8837,0.0152,3.06,4.1,10,73.0,5068.0
WC-001827_202603,2026-03-01,Western,Pacific Northwest,Industrial,Driver,< 1 Year,Aging (6-8yr),43.08,34.0,0.8614,0.0229,1.72,5.3,4,10.0,500.0
WC-001828_202603,2026-03-01,Western,Pacific Northwest,E&P,Helper,10+ Years,New (0-2yr),50.38,13.0,0.9075,0.0296,3.31,4.7,1,10.0,500.0
WC-001829_202603,2026-03-01,Western,Northern California,Residential,Driver,1-2 Years,New (0-2yr),42.72,336.0,0.8994,0.0158,3.35,5.1,19,162.0,7999.0
WC-001830_202603,2026-03-01,Western,Northern California,Commercial,Mechanic,5-10 Years,Mid-Life (3-5yr),39.93,94.0,0.9322,0.025,3.15,4.6,10,64.0,2975.0
WC-001831_202603,2026-03-01,Western,Northern California,Industrial,Driver,< 1 Year,Mid-Life (3-5yr),50.7,32.0,0.9115,0.0165,2.8,4.8,5,11.0,704.0
WC-001832_202603,2026-03-01,Western,Northern California,E&P,Mechanic,2-5 Years,New (0-2yr),46.97,9.0,0.949,0.0215,2.24,3.7,1,10.0,500.0
WC-001833_202603,2026-03-01,Western,Southern California,Residential,Driver,< 1 Year,New (0-2yr),45.67,277.0,0.8607,0.0256,1.91,4.7,24,305.0,16790.0
WC-001834_202603,2026-03-01,Western,Southern California,Commercial,Driver,1-2 Years,End-of-Life (9+yr),42.63,135.0,0.9261,0.0189,2.07,5.7,9,89.0,4566.0
WC-001835_202603,2026-03-01,Western,Southern California,Industrial,Mechanic,5-10 Years,Mid-Life (3-5yr),47.17,28.0,0.8765,0.0298,1.96,6.5,2,10.0,500.0
WC-001836_202603,2026-03-01,Western,Southern California,E&P,Driver,10+ Years,Mid-Life (3-5yr),46.92,17.0,0.8602,0.0217,1.84,5.2,1,10.0,500.0
WC-001837_202603,2026-03-01,Western,Mountain West,Residential,Mechanic,5-10 Years,Mid-Life (3-5yr),45.87,351.0,0.8636,0.0245,2.65,4.2,23,574.0,33290.0
WC-001838_202603,2026-03-01,Western,Mountain West,Commercial,Driver,5-10 Years,Mid-Life (3-5yr),48.54,152.0,0.87,0.0155,1.87,6.3,14,44.0,2488.0
WC-001839_202603,2026-03-01,Western,Mountain West,Industrial,Driver,5-10 Years,Aging (6-8yr),39.93,26.0,0.9439,0.0294,2.33,6.0,2,10.0,500.0
WC-001840_202603,2026-03-01,Western,Mountain West,E&P,Operator,< 1 Year,Mid-Life (3-5yr),49.01,17.0,0.9417,0.0244,3.26,4.6,1,10.0,500.0
WC-001841_202603,2026-03-01,Southern,Gulf Coast,Residential,Helper,5-10 Years,New (0-2yr),43.91,272.0,0.8977,0.0293,2.89,5.9,20,189.0,10255.0
WC-001842_202603,2026-03-01,Southern,Gulf Coast,Commercial,Driver,2-5 Years,New (0-2yr),47.07,76.0,0.8649,0.0281,2.39,4.2,9,45.0,2499.0
